is_word,rt,word,is_correct,age,modality,experiment_id,subject,is_outlier_word,is_outlier_subject,is_outlier,rtz_subject,rtz_word,rtz,word_id,Freq(ipm),StressPos,MeanValency,MedianValency,OLD20,PLD20,PUP,OUP,Duration,NormOLD,NormPLD,LengthOrth,LengthPhon
0,1.132140800007619,бодор,1,45,0,2,1002,0,1,1,2.028159941362265,0.534996309812997,1.2639913496364201,26,,1,,,3.95,4.0,0.8,0.8,0.8912083333333334,0.79,0.8,5,5
1,0.5846827999921516,плечо,1,45,0,2,1002,0,0,0,-0.39281848005242676,-0.10872777142065616,-0.2261216387066253,37,2.3736474722092176,2,0.027027,0.155506,4.0,4.0,1.0,0.6,0.945,0.8,0.8,5,5
1,0.5436696999240667,слово,1,45,0,2,1002,0,0,0,-0.5741873343889231,-0.3113204280902552,-0.4123304744356183,155,2.985830489858392,1,0.027027,0.0,4.0,4.0,1.0,1.0,0.994541666666666,0.8,0.8,5,5
1,0.5357084000715986,губа,1,45,0,2,1002,0,0,0,-0.6093939349842065,-0.39934815471898805,-0.43719429783569086,131,2.155336037465062,2,0.027027,-0.09167,3.55,3.85,1.0,1.0,0.876083333333333,0.8875,0.9625,4,4
1,0.7379040999803692,шорты,1,45,0,2,1002,0,0,0,0.28475945462402646,0.09131114694522924,-0.04406004151189076,7,0.7403626894942439,1,0.127477,0.035028,4.0,4.0,1.0,0.6,0.942375,0.8,0.8,5,5
1,0.4968691000249237,часы,1,45,0,2,1002,0,0,0,-0.7811497725337426,-0.7789695600461888,-0.561359392917574,28,1.8603380065709936,2,0.027027,-0.05278,3.85,4.0,1.0,1.0,0.9521875,0.9625,1.0,4,4
1,0.5304458000464365,муха,1,45,0,2,1002,0,0,0,-0.632666297614936,-0.33658602309574615,-0.29068347379453974,93,1.4329692908744058,1,-1.42939,-1.6194,3.95,4.0,0.75,1.0,0.9145,0.9875,1.0,4,4
0,0.5679835000773892,агва,1,45,0,2,1002,0,0,0,-0.4666664186070367,-0.37842356312282754,-0.31737193931100577,65,,1,,,3.35,3.45,0.75,0.5,0.8858541666666667,0.8375,0.8625,4,4
1,0.641141299973242,луна,1,45,0,2,1002,0,0,0,-0.14314670586006872,0.3683067707842911,0.10593085575958142,159,1.6608654780038692,2,0.027027,0.318981,3.45,3.5,1.0,1.0,0.845,0.8625,0.875,4,4
0,0.577687400043942,апаж,1,45,0,2,1002,0,0,0,-0.423753661058645,-0.5021442727903328,-0.569552416397916,64,,2,,,3.0,3.0,1.0,1.0,0.9818125,0.75,0.75,4,4
1,0.5237439000047743,ключи,1,45,0,2,1002,0,0,0,-0.6623035581589117,-0.3739605390600344,-1.113084791542826,94,1.8920946026904804,2,0.003956,0.0,4.55,3.95,1.0,1.0,0.9898125,0.91,0.79,5,5
1,0.5085724999662489,мешок,1,45,0,2,1002,0,0,0,-0.7293947909381979,-0.4277234818700306,-0.3540065187367427,117,1.7860412102425542,2,-0.65275,-0.63132,3.95,4.6,1.0,1.0,0.899875,0.79,0.92,5,5
0,0.6394769999897107,веньмо,1,45,0,2,1002,0,0,0,-0.1505066025951171,-0.1741267382116199,-0.2526388525920823,136,,2,,,5.0,4.0,0.8,0.3333333333333333,0.9086041666666668,0.8333333333333334,0.8,6,5
1,0.5333154000109062,звонок,1,45,0,2,1002,0,0,0,-0.6199763020502038,-0.3394877145115178,-0.5296208606133996,88,1.8836614351536176,2,0.027027,-0.15244,4.95,5.0,1.0,0.166666666666666,0.988625,0.825,0.8333333333,6,6
0,0.6556631000712514,хика,1,45,0,2,1002,0,0,0,-0.07892814539262605,0.31038672468442696,0.05660701226769377,17,,1,,,3.0,4.0,0.75,0.75,0.9414583333333332,0.75,1.0,4,4
1,0.497798900003545,конец,1,45,0,2,1002,0,0,0,-0.7770379946724082,-0.7952911587577839,-0.7954546965718148,69,2.8025684983139567,2,0.027027,-1.16172,4.0,4.05,1.0,1.0,1.01491666666666,0.8,0.81,5,5
1,0.5450883999001235,яйцо,1,45,0,2,1002,0,0,0,-0.5679135343377812,-0.31137934344587714,-0.35006386138148815,77,1.60422605308447,2,-0.07189,-0.0682,4.0,4.9,0.6,1.0,0.9891875,1.0,0.98,4,5
1,0.4645965999225155,лужа,1,45,0,2,1002,0,0,0,-0.9238657915723286,-1.0401479032371455,-0.7857147598055655,29,1.3463529744506386,1,-1.00913,-1.14888,3.7,3.95,1.0,1.0,0.955208333333333,0.925,0.9875,4,4
1,0.7079840999795124,ложка,1,45,0,2,1002,0,0,0,0.15244670301795737,0.9074867983737721,0.3932633323590195,127,1.6074550232146685,1,0.036416,0.035028,4.0,4.0,0.8,0.6,0.8405,0.8,0.8,5,5
0,0.7727097000461072,долькшнет,1,45,0,2,1002,0,0,0,0.4386773929885415,0.37706527419091534,0.23761512515325947,117,,2,,,7.8,6.95,0.5,0.6666666666666666,1.1362291666666666,0.8666666666666667,0.86875,9,8
0,0.7565048000542447,тифон,1,45,0,2,1002,0,0,0,0.36701579849111204,0.5758676237863131,0.47558483468319457,95,,2,,,4.0,4.0,1.0,1.0,1.0155,0.8,0.8,5,5
0,0.5657384999794886,витлюн,1,45,0,2,1002,0,0,0,-0.4765942976277794,-0.40794557333700127,-0.4738938203583918,45,,2,,,5.0,5.0,0.6666666666666666,0.3333333333333333,0.9924166666666666,0.8333333333333334,0.8333333333333334,6,6
0,0.5885121999308467,цупка,1,45,0,2,1002,0,0,0,-0.3758840401167865,-0.38019827433284603,-0.5437339115453949,84,,1,,,4.0,4.0,0.4,0.6,0.9728333333333332,0.8,0.8,5,5
0,0.6817166999680921,черан,1,45,0,2,1002,0,0,0,0.03628654349426834,-0.004477904498189496,-0.13011667302703164,111,,2,,,3.95,4.0,0.8,0.8,0.9518125,0.79,0.8,5,5
1,0.6532222999958321,пчела,1,45,0,2,1002,0,0,0,-0.08972189452664253,0.018136261189804805,-0.10287249917584398,38,1.0128372247051722,2,-0.44567,-0.19749,4.0,4.0,0.8,1.0,0.966854166666666,0.8,0.8,5,5
1,0.4553183999378234,письмо,1,45,0,2,1002,0,0,0,-0.9648960111542418,-1.1439557767804325,-0.8479159506715049,10,2.483301952358167,2,0.19939,0.060971,5.0,4.0,0.8,1.0,0.979166666666666,0.8333333333,0.8,6,5
0,1.020075700012967,плинка,1,45,0,2,1002,0,1,1,1.53258368003616,0.8705323391053684,0.9330305507553606,130,,1,,,4.95,5.05,0.8333333333333334,0.6666666666666666,1.0279583333333333,0.8250000000000001,0.8416666666666667,6,6
1,0.5214711999287829,школа,1,45,0,2,1002,0,0,0,-0.6723539325112226,-0.27249652154378934,-0.23812518550484804,154,2.499687082618404,1,-0.36535,-0.09167,3.9,3.95,1.0,1.0,1.00241666666666,0.78,0.79,5,5
1,0.5283597999950871,свинья,1,45,0,2,1002,0,0,0,-0.6418910438260501,-0.5327605790167091,-0.5645088224791484,137,1.3636119798921444,2,0.027027,-1.6194,5.0,5.0,0.833333333333333,0.833333333333333,1.2025,0.8333333333,0.8333333333,6,6
0,0.7856344999745488,шнеток,1,45,0,2,1002,0,0,0,0.49583367114499427,0.797408872768852,0.4127160439777897,36,,2,,,4.95,5.0,0.5,0.5,1.0317291666666666,0.8250000000000001,0.8333333333333334,6,6
0,0.6982660000212491,туан,1,45,0,2,1002,0,0,0,0.10947115001582419,-0.027343607472391715,-0.15203350950370875,44,,2,,,3.0,3.55,0.75,1.0,0.9476666666666668,0.75,0.8875,4,4
0,0.8408011000137776,войстов,1,45,0,2,1002,0,0,0,0.7397923826333904,0.48366069042506,0.4155909003226795,37,,2,,,6.0,6.0,0.5714285714285714,0.4285714285714285,1.094875,0.8571428571428571,0.8571428571428571,7,7
1,0.6680660999845713,тряпка,1,45,0,2,1002,0,0,0,-0.024079380464343852,0.38419836823013764,0.12749637700805017,87,1.3579348470004535,1,-1.51001,-1.57568,5.0,5.0,0.833333333333333,0.833333333333333,1.05777083333333,0.8333333333,0.8333333333,6,6
1,0.4734676000662148,рыба,1,45,0,2,1002,0,0,0,-0.8846362983077204,-0.7613812730817675,-0.4847733546675061,160,1.934498451243568,1,-0.01636,0.0,3.85,4.0,1.0,1.0,0.885958333333333,0.9625,1.0,4,4
0,0.6605794000206515,кулун,1,45,0,2,1002,0,0,0,-0.05718719706350569,-0.38730448299515774,-0.5993493843006105,83,,2,,,4.0,4.0,0.8,0.2,0.9578958333333332,0.8,0.8,5,5
1,0.9277351999189704,банан,1,45,0,2,1002,0,0,0,1.1242338922097128,1.8027119111544496,1.273982971322458,109,0.8633228601204559,2,0.027027,0.258913,4.0,4.0,1.0,1.0,0.905854166666666,0.8,0.8,5,5
1,0.988099200068973,палка,1,45,0,2,1002,0,1,1,1.3911766381177109,2.092210666423561,1.4410548668720846,48,1.5171958979499742,1,-0.24324,-0.39969,4.0,4.0,0.8,0.8,1.00452083333333,0.8,0.8,5,5
1,0.4575798000441864,корень,1,45,0,2,1002,0,0,0,-0.954895607726883,-0.7288978380382236,-0.7618283746252595,119,1.8041394323353503,1,0.027027,-0.15244,4.95,4.05,1.0,1.0,0.9744375,0.825,0.81,6,5
0,0.6717309000669047,котчох,1,45,0,2,1002,0,0,0,-0.007872836916021898,0.06042568182317612,-0.06288320353248593,108,,2,,,5.0,5.0,0.6666666666666666,0.5,1.114625,0.8333333333333334,0.8333333333333334,6,6
1,0.5793476999970153,танец,1,45,0,2,1002,0,0,0,-0.41641145332882346,0.16039577892129395,-0.020870635806692548,163,1.7331972651065697,1,1.01957,1.054894,4.0,4.7,1.0,0.8,1.037375,0.8,0.94,5,5
1,0.5402443000348285,носок,1,45,0,2,1002,0,0,0,-0.5893351981818125,-0.5875976364311786,-0.4513947526826852,64,1.4014005407815442,2,0.027027,-0.06047,4.0,4.0,1.0,1.0,1.01708333333333,0.8,0.8,5,5
0,0.615472299978137,плиттер,1,45,0,2,1002,0,0,0,-0.25666061027956244,-0.2536083281733604,-0.32388131007792187,123,,1,,,5.85,6.0,0.7142857142857143,0.7142857142857143,1.0880416666666666,0.8357142857142856,0.8571428571428571,7,7
0,1.451170500018634,такслир,1,45,0,2,1002,0,1,1,3.4389787064460666,2.4980942916916646,3.3878065513342532,97,,2,,,5.9,6.0,0.7142857142857143,0.7142857142857143,1.051583333333333,0.8428571428571429,0.8571428571428571,7,7
1,1.740087300073355,карман,1,45,0,2,1002,1,1,1,4.716631674339313,3.6399792192193305,4.7325445567818845,136,2.080987046910887,2,-0.07461,-0.06047,4.95,5.0,1.0,1.0,1.01160416666666,0.825,0.8333333333,6,6
0,0.6673116999445483,свеммо,1,45,0,2,1002,0,0,0,-0.0274155016242475,-0.02751019900573971,-0.15302490177823483,103,,1,,,4.95,5.0,0.6666666666666666,0.6666666666666666,1.1169166666666666,0.8250000000000001,0.8333333333333334,6,6
0,0.6603645000141114,цвутня,1,45,0,2,1002,0,0,0,-0.05813753166192384,-0.14816262178498563,-0.24675696895951782,61,,1,,,5.0,5.0,0.3333333333333333,0.3333333333333333,1.080854166666667,0.8333333333333334,0.8333333333333334,6,6
1,0.5214232000289485,рука,1,45,0,2,1002,0,0,0,-0.6725661985146892,-0.36288566377777126,-0.35074985532518554,24,3.079398339019855,2,0.026499,-0.05278,3.15,3.5,1.0,1.0,0.90825,0.7875,0.875,4,4
1,0.4976424999767914,книга,1,45,0,2,1002,0,0,0,-0.7777296296286395,-0.3155736702768189,-0.28558898236748825,95,2.61689542640076,1,0.556107,0.534575,4.0,4.9,1.0,1.0,1.0619375,0.8,0.98,5,5
1,0.4278599999379367,лиса,1,45,0,2,1002,0,0,0,-1.0863230318287422,-1.137125919832545,-0.6007543380594813,114,0.9395192526186184,2,-0.20021,-0.06047,3.7,3.8,1.0,1.0,0.889416666666666,0.925,0.95,4,4
0,0.6060109999962151,кадинь,1,45,0,2,1002,0,0,0,-0.2985005378979679,-0.3650021581409007,-0.5825640680465428,88,,2,,,4.9,4.05,1.0,0.8333333333333334,0.9712291666666668,0.8166666666666668,0.8099999999999999,6,5
1,0.5813554000342265,доктор,1,45,0,2,1002,0,0,0,-0.4075329668209554,-0.1686354049838864,-0.3023152738767393,49,2.1556396337597765,1,0.027027,-0.15244,4.95,4.9,1.0,1.0,0.918895833333333,0.825,0.8166666667,6,6
1,0.5117966999532655,щука,1,45,0,2,1002,0,0,0,-0.7151366769008247,-0.5674279501697335,-0.8291016577397923,1,0.724275869600789,1,-0.18894,-0.09167,3.55,4.0,0.8,0.25,0.931875,0.8875,0.8,4,5
1,0.5993780000135303,ваза,1,45,0,2,1002,0,0,0,-0.3278331073861667,-0.01602019028971556,-0.14162277461195397,90,1.155336037465062,1,0.027027,-0.05278,3.85,3.95,1.0,0.5,0.922416666666666,0.9625,0.9875,4,4
0,0.649691200000234,барнак,1,45,0,2,1002,0,0,0,-0.10533718719376808,-0.3846146337809584,-0.778594109671931,142,,2,,,4.45,4.95,0.6666666666666666,0.5,1.1022708333333333,0.7416666666666667,0.8250000000000001,6,6
0,0.5366242999443784,ортонь,1,45,0,2,1002,0,0,0,-0.6053436264160353,-0.7691399080946157,-0.84018150113625,82,,2,,,4.8,4.0,0.8,0.3333333333333333,0.8783333333333333,0.7999999999999999,0.8,6,5
0,0.5709145999280736,ускут,1,45,0,2,1002,0,0,0,-0.45370445716101115,-0.3989073446852034,-0.37690148773160803,109,,2,,,4.0,4.0,0.8,0.8,0.9557916666666668,0.8,0.8,5,5
1,0.593714699964039,сапог,1,45,0,2,1002,0,0,0,-0.35287745273033494,0.13557678657204253,-0.06274696686444897,21,1.792391689498254,2,-0.44417,-0.37225,4.0,4.0,1.0,0.6,1.00870833333333,0.8,0.8,5,5
0,0.6498204000527039,зула,1,45,0,2,1002,0,0,0,-0.10476583644345189,-0.22321988223146544,-0.4424201078454036,73,,1,,,3.0,3.25,0.75,0.25,0.9625208333333334,0.75,0.8125,4,4
1,0.5046660000225529,город,1,45,0,2,1002,0,0,0,-0.7466701838755162,-0.7459053101050646,-0.5349584833938149,141,2.758457688610465,1,0.079555,0.0,4.0,3.95,1.0,1.0,0.743541666666666,0.8,0.79,5,5
1,0.696523700025864,кусок,1,45,0,2,1002,0,0,0,0.10176632025292165,0.9918074927570929,0.4867179159872416,167,1.885361220031512,2,0.027027,-0.33612,4.0,4.35,1.0,0.2,1.02716666666666,0.8,0.87,5,5
0,1.095414799987338,цатка,1,45,0,2,1002,0,1,1,1.8657495764548866,0.6702736035582174,1.2385073761464571,21,,1,,,4.0,4.0,0.6,0.4,1.0011458333333334,0.8,0.8,5,5
0,0.9246982999611646,сдажка,1,45,0,2,1002,0,0,0,1.110804059664321,1.433596479340033,0.9561606353682692,72,,1,,,5.0,4.95,0.3333333333333333,0.3333333333333333,1.1736666666666666,0.8333333333333334,0.8250000000000001,6,6
0,1.237392299924977,боктен,1,45,0,2,1002,0,1,1,2.493604980277131,2.2084941138780354,2.4113176620910064,120,,2,,,4.9,5.0,1.0,0.5,1.0003541666666669,0.8166666666666668,0.8333333333333334,6,6
0,0.649222300038673,лонрог,1,45,0,2,1002,0,0,0,-0.1074107648722552,-0.11942878358939546,-0.21704980973451718,118,,2,,,4.85,5.0,0.6666666666666666,0.6666666666666666,1.0254583333333334,0.8083333333333332,0.8333333333333334,6,6
0,0.674227699986659,мероть,1,45,0,2,1002,0,0,0,0.0031685557171010664,-0.22030053744528375,-0.6552710089192302,143,,1,,,5.0,4.55,0.8,0.8333333333333334,0.9911666666666666,0.8333333333333334,0.91,6,5
1,0.5298215999500826,овца,1,45,0,2,1002,0,0,0,-0.6354266462880306,-0.09064623112278217,-0.1766528098519313,71,1.2430380486862944,2,0.027027,-0.83556,3.7,3.85,1.0,1.0,0.91175,0.925,0.9625,4,4
1,0.5059257999528199,утка,1,45,0,2,1002,0,0,0,-0.7410990744088721,-0.6253774583904291,-0.525142546601121,74,1.1172712956557642,1,0.027027,0.494202,3.25,3.45,0.75,1.0,0.986791666666666,0.8125,0.8625,4,4
0,0.641530100023374,икруп,1,45,0,2,1002,0,0,0,-0.14142734742236598,-0.10008030689075088,-0.20790121139062323,9,,2,,,4.0,4.0,0.8,0.8,0.8871458333333333,0.8,0.8,5,5
1,0.7341713999630883,песок,1,45,0,2,1002,0,0,0,0.26825264278604816,1.1296825632708545,0.4972460413576194,89,1.7427251313046983,2,-0.27102,-0.15244,4.0,4.5,1.0,0.6,0.987770833333333,0.8,0.9,5,5
1,0.5425494998926297,точка,1,45,0,2,1002,0,0,0,-0.579141102721289,-0.21395167187999217,-0.3087554476650776,172,2.365862215402555,1,0.027027,-0.19749,4.0,3.95,0.8,0.8,1.025375,0.8,0.79,5,5
1,0.5544738000025973,пакет,1,45,0,2,1002,0,0,0,-0.526409252504672,-0.5039741033389822,-0.4849406689759527,165,1.8182258936139557,2,0.027027,-0.51846,4.0,4.2,1.0,1.0,0.996145833333333,0.8,0.84,5,5
0,1.051817599916831,неворт,1,45,0,2,1002,0,1,1,1.6729532695202647,0.8359740555677139,1.1774529285275999,25,,1,,,5.0,5.0,0.8333333333333334,0.8333333333333334,1.006875,0.8333333333333334,0.8333333333333334,6,6
0,0.7077433000085875,дипа,1,45,0,2,1002,0,0,0,0.15138183314032314,0.7469003223298437,0.2882082622069433,102,,1,,,3.0,3.95,0.75,1.0,0.90325,0.75,0.9875,4,4
1,0.5214587000664324,кожа,1,45,0,2,1002,0,0,0,-0.6724092096229287,-0.27604934721020014,-0.3832348014624502,173,2.039414119176137,1,-0.45538,-0.37225,3.65,3.85,1.0,1.0,1.01708333333333,0.9125,0.9625,4,4
0,0.6733738000039011,прена,1,45,0,2,1002,0,0,0,-0.000607575844123292,0.01926570787133841,-0.11132823012761257,94,,1,,,4.0,4.0,0.8,1.0,0.9595416666666666,0.8,0.8,5,5
1,0.5297895000549033,весна,1,45,0,2,1002,0,0,0,-0.6355685990105344,-0.2611255732794518,-0.45691578488818513,14,1.9604707775342989,3,0.027027,1.036688,4.0,4.0,1.0,0.4,0.937541666666666,0.8,0.8,5,5
1,0.487561900052242,вода,1,45,0,2,1002,0,0,0,-0.8223082363739225,-0.4613393510385815,-0.4362280542147553,22,2.68556261115823,2,0.632011,0.625302,3.3,3.95,0.75,1.0,0.8391875,0.825,0.9875,4,4
1,0.4467988999094814,завод,1,45,0,2,1002,0,0,0,-1.0025710944104462,-1.4703443517237533,-0.7558527938915802,122,2.214843848047698,2,0.027027,-1.41431,4.0,4.15,1.0,1.0,0.941666666666666,0.8,0.83,5,5
1,0.5348992999643087,зебра,1,45,0,2,1002,0,0,0,-0.6129719517461457,-0.6785193912672924,-0.5555890893892503,150,0.2787536009528289,1,0.027027,0.258913,4.0,4.0,0.6,0.2,0.966083333333333,0.8,0.8,5,5
0,0.6802444000495598,смилок,1,45,0,2,1002,0,0,0,0.029775712832342177,0.2569810040461714,0.0369742614666866,46,,2,,,4.95,5.0,0.6666666666666666,1.0,1.047,0.8250000000000001,0.8333333333333334,6,6
1,0.6540539000416175,цветок,1,45,0,2,1002,0,0,0,-0.0860443781399301,0.3042455548129396,0.030854258439519156,134,1.9656719712201067,3,0.924882,1.027946,4.95,5.0,1.0,1.0,1.0986875,0.825,0.8333333333,6,6
1,0.5980825999286026,пюре,1,45,0,2,1002,0,0,0,-0.3335616484845159,-0.5495392353481123,-0.5343339404118211,174,0.568201724066995,2,0.027027,-0.15244,3.7,3.95,0.75,0.75,0.871104166666666,0.925,0.9875,4,4
1,0.4776606999803334,солнце,1,45,0,2,1002,0,0,0,-0.8660934979273623,-0.8532434123339478,-0.8848898095646607,54,2.218010042984363,1,0.027027,1.283179,4.85,4.15,1.0,1.0,1.046375,0.8083333333,0.83,6,5
0,0.6208242999855429,сларты,1,45,0,2,1002,0,0,0,-0.23299290147089619,-0.41829396087328025,-0.3416573337921713,132,,1,,,5.0,5.0,0.6666666666666666,0.6666666666666666,1.0516875,0.8333333333333334,0.8333333333333334,6,6
1,0.5331587999826297,лошадь,1,45,0,2,1002,0,0,0,-0.6206688214566961,-0.32896964679158985,-0.3389055329024772,142,1.907948521612272,1,0.027027,0.0,5.0,4.45,0.8,1.0,0.983895833333333,0.8333333333,0.89,6,5
1,0.5128208000678569,лето,1,45,0,2,1002,0,0,0,-0.7106078833153368,-0.44404000945211497,-0.38088690626702515,32,2.130333768495006,1,0.027027,0.994351,3.45,3.8,1.0,0.5,0.9460625,0.8625,0.95,4,4
1,0.7015300000784919,ноготь,1,45,0,2,1002,0,0,0,0.12390526862557673,0.5466965734147211,0.27015864995883165,63,1.4082399653118496,1,0.027027,-0.45467,5.0,4.2,0.6,1.0,0.963791666666666,0.8333333333,0.84,6,5
0,0.5768843000987545,чинтирь,1,45,0,2,1002,0,0,0,-0.42730514379793,-0.3204488804115507,-0.38494769259266276,101,,2,,,5.9,5.0,0.6666666666666666,0.5714285714285714,1.0721666666666667,0.8428571428571429,0.8333333333333334,7,6
1,0.5157860000617802,доска,1,45,0,2,1002,0,0,0,-0.6974951236145661,-0.5274729686738875,-0.8646522346958637,149,1.826722520168992,2,-0.53066,-0.37225,4.0,3.95,0.8,1.0,0.927083333333333,0.8,0.79,5,5
0,0.7212257999926805,кеппет,1,45,0,2,1002,0,0,0,0.21100438231722968,0.09257215552120322,0.0028760262451283237,129,,1,,,5.0,4.0,0.8,0.6666666666666666,1.0564583333333333,0.8333333333333334,0.8,6,5
1,0.5110938999569044,кролик,1,45,0,2,1002,0,0,0,-0.7182446114377437,-0.6352601124491521,-0.5488877220477307,99,1.0755469613925308,1,0.027027,0.994351,4.95,5.0,1.0,0.166666666666666,0.9924375,0.825,0.8333333333,6,6
1,0.4748581000603735,рукав,1,45,0,2,1002,0,0,0,-0.8784872047138003,-0.7866702815912889,-1.0402880641746144,68,1.6324572921847242,2,-0.19784,-0.19749,4.0,4.0,1.0,1.0,0.993354166666666,0.8,0.8,5,5
1,0.5309104000916705,число,1,45,0,2,1002,0,0,0,-0.6306117351022538,-0.37696141825207935,-0.3638818547531908,9,2.5949447366950835,2,0.027027,-0.09038,4.0,4.4,0.8,1.0,0.965145833333333,0.8,0.88,5,5
0,0.6074586000759155,жеглин,1,45,0,2,1002,0,0,0,-0.2920989352988759,-0.39295110375051795,-0.6049612002082914,76,,2,,,5.0,5.0,0.6666666666666666,0.5,0.9612083333333332,0.8333333333333334,0.8333333333333334,6,6
0,0.6208743000170216,куше,1,45,0,2,1002,0,0,0,-0.2327717904500022,-0.4196553917712058,-1.0467527562434207,80,,2,,,3.55,3.8,1.0,0.25,0.9504375,0.8875,0.95,4,4
0,0.6252223000628874,осчинь,1,45,0,2,1002,0,0,0,-0.21354398797555899,-0.42303171743574275,-0.3707935488938464,7,,2,,,4.85,4.0,0.6,0.6666666666666666,1.006875,0.8083333333333332,0.8,6,5
0,0.7244752000551671,толье,1,45,0,2,1002,0,0,0,0.2253739365727181,0.47241122631217075,0.19848336267272484,133,,2,,,4.0,4.0,1.0,0.6,0.9364375,0.8,0.8,5,5
1,0.6319838999770582,ответ,1,45,0,2,1002,0,0,0,-0.1836427216026419,0.3982004109667721,0.10243814030952092,98,2.4204508591060683,2,0.040055,-0.06047,4.0,4.0,1.0,1.0,0.919520833333333,0.8,0.8,5,5
0,0.6481149001047015,южжичь,1,45,0,2,1002,0,0,0,-0.11230792838789516,0.22266075598235904,0.02769672476083341,121,,1,,,5.0,5.0,0.6666666666666666,0.5,1.1389583333333333,0.8333333333333334,0.8333333333333334,6,6
1,0.5179328001104295,жена,1,45,0,2,1002,0,0,0,-0.6880015065832593,-0.3735133438793836,-0.8681661115607591,182,2.57611089412084,2,0.027027,0.155506,3.5,3.65,1.0,1.0,0.910583333333333,0.875,0.9125,4,4
0,0.6363661999348551,теньтефь,1,45,0,2,1002,0,0,0,-0.16426323745282012,-0.15492928468473294,-0.26624282143655864,28,,2,,,6.8,5.0,0.6666666666666666,0.375,1.1624791666666667,0.85,0.8333333333333334,8,6
0,0.6784305000910535,урул,1,45,0,2,1002,0,0,0,0.021754252449948445,-0.040752192893848904,-0.16372870033485853,93,,2,,,3.0,3.0,0.75,0.75,0.8012291666666667,0.75,0.75,4,4
1,0.4729185999603942,окно,1,45,0,2,1002,0,0,0,-0.8870640962566197,-0.6734952878239586,-0.5081909237871072,79,2.448397103457768,2,0.027027,-0.09167,3.0,3.45,0.75,0.75,0.870583333333333,0.75,0.8625,4,4
0,0.63141120004002,раква,1,45,0,2,1002,0,0,0,-0.1861753253630686,-0.43162463183727107,-0.4990747224394583,107,,1,,,4.0,4.0,0.8,0.8,0.9821458333333334,0.8,0.8,5,5
0,0.6655877999728546,битля,1,45,0,2,1002,0,0,0,-0.035038962477920405,-0.17545913458147985,-0.46166932947432826,56,,1,,,4.0,4.35,0.4,0.4,1.0114375,0.8,0.8699999999999999,5,5
1,0.567673800047487,диван,1,45,0,2,1002,0,0,0,-0.46803597954044796,-0.21104944531955394,-0.24541590457491116,56,1.7788744720027396,2,0.230797,0.086119,3.95,4.0,1.0,1.0,0.948979166666666,0.79,0.8,5,5
0,0.5461899000220001,сьюва,1,45,0,2,1002,0,0,0,-0.5630424610752232,-0.6692223929960044,-0.796965884395144,58,,1,,,4.6,4.9,0.4,0.2,1.0611041666666667,0.92,0.98,5,5
1,0.5960568999871612,дочка,1,45,0,2,1002,0,0,0,-0.342519734486277,0.3618825988984562,0.02286331667640596,125,1.7331972651065697,1,1.395931,0.984428,4.0,4.0,0.8,1.0,0.954895833333333,0.8,0.8,5,5
1,0.6016764999367297,йогурт,1,45,0,2,1002,0,0,0,-0.3176686404945844,-0.26643634484464673,-0.32787430020691133,86,0.505149978319906,"1, 2",0.169201,0.048825,5.0,5.0,0.666666666666666,0.666666666666666,1.0028125,0.8333333333,0.8333333333,6,6
1,0.4504444000776857,обед,1,45,0,2,1002,0,0,0,-0.986449899282716,-0.8244875430093338,-0.7528611217500258,106,1.8432327780980091,2,0.027027,0.845349,3.4,4.0,1.0,1.0,0.8999375,0.85,1.0,4,4
0,0.731700100004673,трефин,1,45,0,2,1002,0,0,0,0.2573240165316186,0.02029795376626853,-0.09369523474218529,52,,2,,,4.95,5.0,0.6666666666666666,0.6666666666666666,1.0460208333333334,0.8250000000000001,0.8333333333333334,6,6
1,0.53719479998108,кефир,1,45,0,2,1002,0,0,0,-0.6028207510936695,-0.5805715921780212,-0.5640472224751741,60,0.7708520116421442,2,0.027027,0.035028,4.0,4.9,0.6,0.8,0.968833333333333,0.8,0.98,5,5
0,0.6480499000754207,шехня,1,45,0,2,1002,0,0,0,-0.11259537266357594,-0.03728042510263375,-0.16429364690621998,2,,1,,,4.55,4.9,0.6,0.6,0.9925625,0.91,0.98,5,5
1,0.507001299993135,сова,1,45,0,2,1002,0,0,0,-0.7363429791654746,-0.46872875879715936,-0.36236518720425287,181,0.9294189257142929,2,0.406811,0.318981,3.55,3.95,1.0,1.0,0.918708333333333,0.8875,0.9875,4,4
0,0.5456033999798819,выньце,1,45,0,2,1002,0,0,0,-0.5656360919036825,-0.8914743364852209,-0.8885853185148813,104,,1,,,5.0,5.0,0.8,0.6666666666666666,1.0382708333333333,0.8333333333333334,1.0,6,5
1,0.450056100031361,кухня,1,45,0,2,1002,0,0,0,-0.9881670465947654,-1.005116222495192,-0.8302296943193246,13,2.079543007402906,1,0.027027,0.155506,4.15,4.6,0.8,0.2,0.937104166666666,0.83,0.92,5,5
0,0.573263099999167,галесь,1,45,0,2,1002,0,0,0,-0.44331887873372094,-0.3388688139973,-0.5381730851009088,98,,1,,,4.95,4.0,0.8,0.6666666666666666,0.9831875,0.8250000000000001,0.8,6,5
1,0.538349499925971,краска,1,45,0,2,1002,0,0,0,-0.5977144166356637,-0.46999649028218016,-0.4252213009220272,139,1.756636108245848,1,0.046116,0.035028,4.75,5.0,0.833333333333333,0.833333333333333,1.05054166666666,0.7916666667,0.8333333333,6,6
