is_word,rt,word,is_correct,age,modality,experiment_id,subject,is_outlier_word,is_outlier_subject,is_outlier,rtz_subject,rtz_word,rtz,word_id,Freq(ipm),StressPos,MeanValency,MedianValency,OLD20,PLD20,PUP,OUP,Duration,NormOLD,NormPLD,LengthOrth,LengthPhon
0,1.204358699964359,сцурка,1,19,1,1,1101,0,0,0,-0.00416945825461112,-0.5015580709810867,-0.4081056925470804,39,,1,,,5.0,5.0,0.5,0.5,1.0373333333333334,0.8333333333333334,0.8333333333333334,6,6
1,0.9282024999847636,письмо,1,19,1,1,1101,0,0,0,-0.784108417871445,-0.9097373296889463,-0.4800332228841543,10,2.483301952358167,2,0.19939,0.060971,5.0,4.0,0.8,1.0,0.979166666666666,0.8333333333,0.8,6,5
0,1.045921199955046,выгло,1,19,1,1,1101,0,0,0,-0.45163932831614206,-0.9677029046450333,-0.6383298208502681,40,,1,,,4.0,4.7,1.0,1.0,0.9631041666666668,0.8,0.94,5,5
1,0.837679099990055,сосед,1,19,1,1,1101,0,0,0,-1.0397707076120637,-1.2040657257360938,-0.4075664729619242,18,1.9903388547876013,2,-0.41618,-0.26401,4.0,4.4,1.0,1.0,0.985666666666666,0.8,0.88,5,5
0,1.000000100000761,реплен,1,19,1,1,1101,0,0,0,-0.5813327950043858,-1.0297951886584509,-0.6209266582531143,41,,2,,,5.0,5.0,0.6666666666666666,0.3333333333333333,1.0191666666666668,0.8333333333333334,0.8333333333333334,6,6
0,1.216256499988958,пленто,0,19,1,1,1101,0,0,0,0.02943311077552682,-0.34186408861276296,-0.0028315208667720653,42,,1,,,5.0,5.0,0.8333333333333334,0.8333333333333334,1.053604166666667,0.8333333333333334,0.8333333333333334,6,6
1,2.045020700083114,банка,1,19,1,1,1101,0,1,1,2.370084843515454,1.4918695498771866,1.889537833811902,152,1.6901960800285136,1,0.027027,-0.38331,4.0,4.0,1.0,0.6,0.998229166666666,0.8,0.8,5,5
1,1.745272499974817,море,1,19,1,1,1101,0,0,0,1.523515766461389,2.4694768239986264,1.8844946789554868,116,2.2027606873932,1,0.027027,1.199077,3.35,3.95,1.0,1.0,0.870583333333333,0.8375,0.9875,4,4
0,1.041263199993409,ержин,1,19,1,1,1101,0,0,0,-0.46479476587011626,-0.9785266911289818,-0.6377604566500704,43,,1,,,4.0,5.0,0.3333333333333333,0.6,1.0218541666666667,0.8,0.8333333333333334,5,6
1,1.353283800068311,река,1,19,1,1,1101,0,0,0,0.4164348506274325,1.0206359236026303,0.8178884029886699,3,2.1172712956557644,2,0.231028,0.060971,3.6,3.75,1.0,0.5,0.913916666666666,0.9,0.9375,4,4
1,0.9754522000439464,фонарь,1,19,1,1,1101,0,0,0,-0.6506626291870359,-0.6624559318841743,-0.16955082422323514,58,1.5171958979499742,2,0.326223,0.258913,4.95,4.0,1.0,1.0,0.910583333333333,0.825,0.8,6,5
0,1.058950199978426,туан,1,19,1,1,1101,0,0,0,-0.4148419479790949,-0.6406102513094681,-0.674953836670604,44,,2,,,3.0,3.55,0.75,1.0,0.9476666666666668,0.75,0.8875,4,4
1,1.288526899996214,ухо,1,19,1,1,1101,0,0,0,0.23354404725610015,0.44354719053020253,0.6356126327004998,104,2.1439511164239637,1,0.027027,-0.09167,3.0,3.0,1.0,1.0,0.854125,1.0,1.0,3,3
0,1.629206600016914,витлюн,1,19,1,1,1101,0,0,0,1.1957146261399079,0.7382271456228837,0.8792350670692721,45,,2,,,5.0,5.0,0.6666666666666666,0.3333333333333333,0.9924166666666666,0.8333333333333334,0.8333333333333334,6,6
0,1.065457799937576,смилок,0,19,1,1,1101,0,0,0,-0.3964627454041863,-1.1276848898400258,-0.8118059426873065,46,,2,,,4.95,5.0,0.6666666666666666,1.0,1.047,0.8250000000000001,0.8333333333333334,6,6
0,2.577545500011183,лермей,1,19,1,1,1101,1,1,1,3.8740772885764336,2.046729099076518,2.958050025697497,47,,2,,,5.0,5.35,0.5,0.3333333333333333,1.0036458333333331,0.8333333333333334,0.8916666666666666,6,6
0,1.733957199961878,прекифь,1,19,1,1,1101,0,0,0,1.491558333238828,0.26251847860032335,0.5764040653489348,48,,1,,,5.85,5.0,0.6666666666666666,0.7142857142857143,1.0573541666666666,0.8357142857142856,0.8333333333333334,7,6
1,0.9277674000477418,вода,1,19,1,1,1101,0,0,0,-0.7853372564498842,-0.7916995747959306,-0.19878487072717993,22,2.68556261115823,2,0.632011,0.625302,3.3,3.95,0.75,1.0,0.8391875,0.825,0.9875,4,4
0,1.001863899989985,хальдан,1,19,1,1,1101,0,0,0,-0.5760689254094371,-0.8551671116760787,-0.692278523252021,49,,2,,,5.55,5.0,0.6666666666666666,0.5714285714285714,0.9839791666666666,0.7928571428571428,0.8333333333333334,7,6
1,1.241068199975416,труба,1,19,1,1,1101,0,0,0,0.09950798678842442,-0.06383577448006424,0.11058591444629892,111,1.9143431571194407,2,0.027027,-0.38331,3.95,4.0,1.0,1.0,0.943833333333333,0.79,0.8,5,5
1,0.950310799991712,вилка,1,19,1,1,1101,0,0,0,-0.7216686663554905,-0.6800817818699093,-0.24891418686969172,50,1.2041199826559248,1,0.027027,-0.19749,4.0,4.0,0.8,0.4,0.9674375,0.8,0.8,5,5
0,1.172908000065945,хруты,1,19,1,1,1101,0,0,0,-0.09299464544867962,-0.6850089622973328,-0.36198105880744763,50,,2,,,4.0,4.0,0.8,0.8,0.9354583333333332,0.8,0.8,5,5
0,1.546708999900147,юктус,1,19,1,1,1101,0,0,0,0.962719341548394,0.7076818252223036,0.7415871614782861,51,,1,,,4.0,5.0,0.6666666666666666,0.4,1.0779166666666666,0.8,0.8333333333333334,5,6
0,1.146752999979071,трефин,1,19,1,1,1101,0,0,0,-0.16686336017622136,-0.6576632907228978,-0.8233462719217246,52,,2,,,4.95,5.0,0.6666666666666666,0.6666666666666666,1.0460208333333334,0.8250000000000001,0.8333333333333334,6,6
0,0.9302958999760448,эпрад,1,19,1,1,1101,0,0,0,-0.77819609647007,-1.21619999356125,-0.6440181571396851,53,,2,,,4.0,4.0,0.6,0.4,0.9272083333333332,0.8,0.8,5,5
1,0.9748524000169708,диван,1,19,1,1,1101,0,0,0,-0.6523566248643086,-0.5570276149367186,-0.3390968551756015,56,1.7788744720027396,2,0.230797,0.086119,3.95,4.0,1.0,1.0,0.948979166666666,0.79,0.8,5,5
